GAge	GCity	GCity_X	GCity_Y	GSex	GState	ID_LM	PersonNights	QCulture	QFood	QRoom	QSatisfaction	QService	SaturdayNights	Season	VFrom	VNights	VPersons	VPriceDeduction	VPriceFood	VPriceRoom	VPriceTotal	VTypeOfVisit	WSky	WTemperature	XEUR
23	Budweis	14.4757883	48.9763169	female	CR	1000	56	57	68	100	high	94	-1	-1	2013-01-09 00:00:00	14	4	200	10080	81200	91080	private	sunny	2.8	25.53
21	Bratislava	17.1097606	48.1547933	female	Slovakia	1001	3	2	20	38	low	23	0	-1	2013-01-09 00:00:00	1	3	0	0	4350	4350	private	sunny	2.8	25.53
73	Budweis	14.4757883	48.9763169	male	CR	1002	28	62	78	96	high	99	-1	-1	2013-01-09 00:00:00	14	2	200	5040	40600	45440	private	sunny	2.8	25.53
41	Budweis	14.4757883	48.9763169	male	CR	1003	28	45	92	99	high	83	-1	-1	2013-01-09 00:00:00	14	2	200	5040	40600	45440	private	sunny	2.8	25.53
37	München	11.5836375	48.1364669	female	Germany	1004	28	72	83	99	high	85	-1	-1	2013-01-09 00:00:00	14	2	200	5040	40600	45440	private	sunny	2.8	25.53
44	Bratislava	17.1097606	48.1547933	female	Slovakia	1005	1	4	24	27	low	30	0	-1	2013-01-09 00:00:00	1	1	0	180	1450	1630	private	sunny	2.8	25.53
31	Ostrava	18.2825511	49.8341497	female	CR	1006	28	64	73	86	high	89	-1	-1	2013-01-09 00:00:00	14	2	200	5040	40600	45440	private	sunny	2.8	25.53
25	Gdaòsk	18.6560864	54.3482911	female	Poland	1007	1	7	21	27	low	26	0	-1	2013-01-09 00:00:00	1	1	0	0	1450	1450	private	sunny	2.8	25.53
76	Ostrava	18.2825511	49.8341497	male	CR	1008	1	11	16	15	low	21	0	-1	2013-01-09 00:00:00	1	1	0	0	1450	1450	private	sunny	2.8	25.53
76	München	11.5836375	48.1364669	male	Germany	1009	28	56	65	87	high	99	-1	-1	2013-01-09 00:00:00	14	2	200	5040	40600	45440	private	sunny	2.8	25.53
19	Bratislava	17.1097606	48.1547933	male	Slovakia	1010	1	7	13	39	low	40	0	-1	2013-01-09 00:00:00	1	1	0	180	1450	1630	private	sunny	2.8	25.53
64	Bratislava	17.1097606	48.1547933	female	Slovakia	1011	1	7	28	24	low	15	0	-1	2013-01-09 00:00:00	1	1	0	0	1450	1450	private	sunny	2.8	25.53
52	Ústí nad Labem	14.0390819	50.6700692	female	CR	1012	2	64	92	98	high	93	-1	-1	2013-01-11 00:00:00	2	1	200	360	2900	3060	private	sunny	8.8	25.61
22	Ústí nad Labem	14.0390819	50.6700692	male	CR	1013	2	71	92	81	high	81	-1	-1	2013-01-11 00:00:00	2	1	200	360	2900	3060	private	sunny	8.8	25.61
44	Praha	14.4212806	50.0874967	female	CR	1014	28	55	66	87	high	99	-1	-1	2013-01-12 00:00:00	7	4	200	0	40600	40400	private	cloudy	4.1	25.61
36	Salzburg	13.0475658	47.798095	male	Austria	1015	28	63	81	86	high	93	-1	-1	2013-01-12 00:00:00	7	4	200	5040	40600	45440	private	cloudy	4.1	25.61
48	Salzburg	13.0475658	47.798095	female	Austria	1016	28	60	84	92	high	94	-1	-1	2013-01-12 00:00:00	7	4	200	0	40600	40400	private	cloudy	4.1	25.61
62	Praha	14.4212806	50.0874967	female	CR	1017	14	3	19	25	low	28	-1	-1	2013-01-12 00:00:00	7	2	200	0	20300	20100	private	cloudy	4.1	25.61
47	Salzburg	13.0475658	47.798095	male	Austria	1018	28	55	81	92	high	89	-1	-1	2013-01-12 00:00:00	7	4	200	5040	40600	45440	private	cloudy	4.1	25.61
63	Zlín	17.6700633	49.2280669	female	CR	1019	56	93	21	45	average	63	-1	-1	2013-01-12 00:00:00	14	4	200	0	81200	81000	private	cloudy	4.1	25.61
51	Salzburg	13.0475658	47.798095	male	Austria	1020	28	53	90	89	high	88	-1	-1	2013-01-12 00:00:00	7	4	200	0	40600	40400	private	cloudy	4.1	25.61
64	Praha	14.4212806	50.0874967	male	CR	1021	14	8	27	32	low	27	-1	-1	2013-01-12 00:00:00	7	2	200	0	20300	20100	private	cloudy	4.1	25.61
65	Salzburg	13.0475658	47.798095	female	Austria	1022	28	71	66	98	high	82	-1	-1	2013-01-12 00:00:00	7	4	200	5040	40600	45440	private	cloudy	4.1	25.61
36	Praha	14.4212806	50.0874967	female	CR	1023	14	20	23	32	low	29	-1	-1	2013-01-12 00:00:00	7	2	200	0	20300	20100	private	cloudy	4.1	25.61
42	Hamburg	10.0043528	53.5498325	female	Germany	1024	56	47	60	57	average	48	-1	-1	2013-01-12 00:00:00	14	4	200	10080	81200	91080	private	cloudy	4.1	25.61
30	Jihlava	15.5909008	49.3963828	female	CR	1025	21	69	91	93	high	93	-1	-1	2013-01-12 00:00:00	7	3	200	3780	30450	34030	private	cloudy	4.1	25.61
35	Salzburg	13.0475658	47.798095	female	Austria	1026	28	63	80	83	high	82	-1	-1	2013-01-12 00:00:00	7	4	200	0	40600	40400	private	cloudy	4.1	25.61
76	Salzburg	13.0475658	47.798095	male	Austria	1027	28	64	91	87	high	85	-1	-1	2013-01-12 00:00:00	7	4	200	5040	40600	45440	private	cloudy	4.1	25.61
33	Salzburg	13.0475658	47.798095	female	Austria	1028	7	64	74	92	high	83	-1	-1	2013-01-12 00:00:00	7	1	200	1260	10150	11210	private	cloudy	4.1	25.61
46	München	11.5836375	48.1364669	male	Germany	1029	28	53	68	93	high	96	-1	-1	2013-01-12 00:00:00	7	4	200	5040	40600	45440	private	cloudy	4.1	25.61
75	Praha	14.4212806	50.0874967	male	CR	1030	14	7	20	31	low	28	-1	-1	2013-01-12 00:00:00	7	2	200	2520	20300	22620	private	cloudy	4.1	25.61
64	Praha	14.4212806	50.0874967	female	CR	1031	14	36	13	30	low	31	-1	-1	2013-01-12 00:00:00	7	2	200	2520	20300	22620	private	cloudy	4.1	25.61
22	Žilina	18.7412303	49.2244794	male	Slovakia	1032	84	54	73	91	high	99	-1	-1	2013-01-14 00:00:00	28	3	200	15120	121800	136720	business	sunny	-8.7	25.61
64	Dresden	13.7397044	51.0497456	female	Germany	1033	28	17	17	31	low	28	-1	-1	2013-01-14 00:00:00	28	1	200	5040	40600	45440	business	sunny	-8.7	25.61
39	Zlín	17.6700633	49.2280669	female	CR	1034	28	6	20	23	low	15	-1	-1	2013-01-14 00:00:00	28	1	200	5040	40600	45440	business	sunny	-8.7	25.61
35	Ústí nad Labem	14.0390819	50.6700692	female	CR	1035	1	47	24	49	average	58	0	-1	2013-01-15 00:00:00	1	1	0	180	1450	1630	business	cloudy	-6.7	25.61
29	Nitra	18.0902903	48.3139558	male	Slovakia	1036	3	49	68	54	average	48	0	-1	2013-01-15 00:00:00	1	3	0	540	4350	4890	business	cloudy	-6.7	25.61
35	Budweis	14.4757883	48.9763169	male	CR	1037	28	59	78	100	high	89	-1	-1	2013-01-16 00:00:00	14	2	200	5040	40600	45440	private	rain/snow	-3.6	25.58
55	München	11.5836375	48.1364669	female	Germany	1038	7	63	81	87	high	93	-1	-1	2013-01-16 00:00:00	7	1	200	1260	10150	11210	business	rain/snow	-3.6	25.58
72	München	11.5836375	48.1364669	male	Germany	1039	7	60	90	89	high	83	-1	-1	2013-01-16 00:00:00	7	1	200	1260	10150	11210	business	rain/snow	-3.6	25.58
52	München	11.5836375	48.1364669	male	Germany	1040	7	69	66	93	high	99	-1	-1	2013-01-16 00:00:00	7	1	200	1260	10150	11210	business	rain/snow	-3.6	25.58
54	München	11.5836375	48.1364669	male	Germany	1041	7	69	66	93	high	89	-1	-1	2013-01-16 00:00:00	7	1	200	1260	10150	11210	business	rain/snow	-3.6	25.58
44	Jihlava	15.5909008	49.3963828	female	CR	1042	14	59	77	99	high	90	-1	-1	2013-01-19 00:00:00	7	2	200	2520	20300	22620	private	cloudy	3.8	25.63
74	Liberec	15.0663036	50.7709239	female	CR	1043	21	48	90	87	high	82	-1	-1	2013-01-19 00:00:00	7	3	200	0	30450	30250	private	cloudy	3.8	25.63
34	Jihlava	15.5909008	49.3963828	female	CR	1044	21	47	84	85	high	83	-1	-1	2013-01-19 00:00:00	7	3	200	3780	30450	34030	private	cloudy	3.8	25.63
66	Hamburg	10.0043528	53.5498325	male	Germany	1045	28	81	35	59	average	57	-1	-1	2013-01-19 00:00:00	14	2	200	5040	40600	45440	private	cloudy	3.8	25.63
73	Jihlava	15.5909008	49.3963828	male	CR	1046	21	46	80	100	high	82	-1	-1	2013-01-19 00:00:00	7	3	200	3780	30450	34030	private	cloudy	3.8	25.63
64	Jihlava	15.5909008	49.3963828	female	CR	1047	14	46	90	85	high	86	-1	-1	2013-01-19 00:00:00	7	2	200	0	20300	20100	private	cloudy	3.8	25.63
58	Hamburg	10.0043528	53.5498325	female	Germany	1048	56	52	30	51	average	48	-1	-1	2013-01-19 00:00:00	14	4	200	0	81200	81000	private	cloudy	3.8	25.63
20	Jihlava	15.5909008	49.3963828	female	CR	1049	21	69	66	91	high	87	-1	-1	2013-01-19 00:00:00	7	3	200	3780	30450	34030	private	cloudy	3.8	25.63
76	München	11.5836375	48.1364669	female	Germany	1050	21	58	83	99	high	90	-1	-1	2013-01-19 00:00:00	7	3	200	3780	30450	34030	private	cloudy	3.8	25.63
35	Jihlava	15.5909008	49.3963828	female	CR	1051	28	60	73	99	high	100	-1	-1	2013-01-19 00:00:00	7	4	200	5040	40600	45440	private	cloudy	3.8	25.63
70	Hamburg	10.0043528	53.5498325	male	Germany	1052	56	81	59	43	average	53	-1	-1	2013-01-19 00:00:00	14	4	200	10080	81200	91080	private	cloudy	3.8	25.63
42	München	11.5836375	48.1364669	male	Germany	1053	14	45	36	47	average	64	-1	-1	2013-01-19 00:00:00	14	1	200	2520	20300	22620	private	cloudy	3.8	25.63
55	Berlin	13.3908886	52.5176189	male	Germany	1054	14	9	27	31	low	16	-1	-1	2013-01-19 00:00:00	7	2	200	2520	20300	22620	private	cloudy	3.8	25.63
20	Hamburg	10.0043528	53.5498325	female	Germany	1055	42	96	23	59	average	46	-1	-1	2013-01-19 00:00:00	14	3	200	7560	60900	68260	private	cloudy	3.8	25.63
33	Hamburg	10.0043528	53.5498325	female	Germany	1056	56	50	35	48	average	60	-1	-1	2013-01-19 00:00:00	14	4	200	10080	81200	91080	private	cloudy	3.8	25.63
57	Dresden	13.7397044	51.0497456	male	Germany	1057	2	5	25	37	low	38	0	-1	2013-01-20 00:00:00	1	2	200	360	2900	3060	private	sunny	-9.1	25.63
50	Jihlava	15.5909008	49.3963828	male	CR	1058	2	18	15	27	low	40	0	-1	2013-01-20 00:00:00	1	2	200	360	2900	3060	private	sunny	-9.1	25.63
58	Dresden	13.7397044	51.0497456	female	Germany	1059	2	20	26	15	low	28	0	-1	2013-01-20 00:00:00	1	2	200	360	2900	3060	private	sunny	-9.1	25.63
55	Praha	14.4212806	50.0874967	male	CR	1060	2	17	28	21	low	15	0	-1	2013-01-20 00:00:00	1	2	200	360	2900	3060	private	sunny	-9.1	25.63
27	Dresden	13.7397044	51.0497456	male	Germany	1061	2	2	15	38	low	13	0	-1	2013-01-20 00:00:00	1	2	200	360	2900	3060	private	sunny	-9.1	25.63
21	Zlín	17.6700633	49.2280669	male	CR	1062	2	3	23	22	low	23	0	-1	2013-01-20 00:00:00	1	2	200	360	2900	3060	private	sunny	-9.1	25.63
79	Dresden	13.7397044	51.0497456	female	Germany	1063	2	3	12	26	low	40	0	-1	2013-01-20 00:00:00	1	2	200	360	2900	3060	private	sunny	-9.1	25.63
39	Ostrava	18.2825511	49.8341497	male	CR	1064	2	34	17	16	low	21	0	-1	2013-01-20 00:00:00	1	2	200	0	2900	2700	private	sunny	-9.1	25.63
67	Žilina	18.7412303	49.2244794	female	Slovakia	1065	28	72	82	95	high	91	-1	-1	2013-01-21 00:00:00	28	1	200	5040	40600	45440	business	sunny	-13.4	25.63
76	Hradec Králové	15.8353464	50.2100194	female	CR	1066	56	55	83	89	high	84	-1	-1	2013-01-21 00:00:00	28	2	200	0	81200	81000	business	sunny	-13.4	25.63
24	Berlin	13.3908886	52.5176189	female	Germany	1067	84	18	17	24	low	13	-1	-1	2013-01-21 00:00:00	28	3	200	15120	121800	136720	business	sunny	-13.4	25.63
21	Zlín	17.6700633	49.2280669	male	CR	1068	84	34	21	24	low	39	-1	-1	2013-01-21 00:00:00	28	3	200	15120	121800	136720	business	sunny	-13.4	25.63
55	Žilina	18.7412303	49.2244794	female	Slovakia	1069	84	71	66	82	high	87	-1	-1	2013-01-21 00:00:00	28	3	200	0	121800	121600	business	sunny	-13.4	25.63
50	Pardubice	15.780415	50.0409775	female	CR	1070	84	61	77	99	high	95	-1	-1	2013-01-21 00:00:00	28	3	200	15120	121800	136720	business	sunny	-13.4	25.63
21	Berlin	13.3908886	52.5176189	female	Germany	1071	28	36	22	22	low	31	-1	-1	2013-01-21 00:00:00	28	1	200	5040	40600	45440	business	sunny	-13.4	25.63
64	Žilina	18.7412303	49.2244794	female	Slovakia	1072	28	58	65	100	high	100	-1	-1	2013-01-21 00:00:00	28	1	200	0	40600	40400	business	sunny	-13.4	25.63
22	Berlin	13.3908886	52.5176189	male	Germany	1073	28	11	22	30	low	39	-1	-1	2013-01-21 00:00:00	28	1	200	5040	40600	45440	business	sunny	-13.4	25.63
51	Berlin	13.3908886	52.5176189	female	Germany	1074	56	19	11	40	low	28	-1	-1	2013-01-21 00:00:00	28	2	200	10080	81200	91080	business	sunny	-13.4	25.63
76	Žilina	18.7412303	49.2244794	female	Slovakia	1075	84	55	91	82	high	93	-1	-1	2013-01-21 00:00:00	28	3	200	15120	121800	136720	business	sunny	-13.4	25.63
27	Berlin	13.3908886	52.5176189	female	Germany	1076	28	2	16	38	low	37	-1	-1	2013-01-21 00:00:00	28	1	200	0	40600	40400	business	sunny	-13.4	25.63
38	Žilina	18.7412303	49.2244794	male	Slovakia	1077	84	71	65	95	high	96	-1	-1	2013-01-21 00:00:00	28	3	200	15120	121800	136720	business	sunny	-13.4	25.63
67	Karlovy Vary	12.8690381	50.2311075	female	CR	1078	42	94	68	57	average	71	-1	-1	2013-01-22 00:00:00	14	3	200	7560	60900	68260	private	rain/snow	-14.6	25.61
39	Karlovy Vary	12.8690381	50.2311075	female	CR	1079	42	99	67	52	average	59	-1	-1	2013-01-22 00:00:00	14	3	200	7560	60900	68260	private	rain/snow	-14.6	25.61
65	Karlovy Vary	12.8690381	50.2311075	female	CR	1080	42	98	30	53	average	53	-1	-1	2013-01-22 00:00:00	14	3	200	7560	60900	68260	private	rain/snow	-14.6	25.61
73	Bratislava	17.1097606	48.1547933	male	Slovakia	1081	1	34	24	39	low	30	0	-1	2013-01-23 00:00:00	1	1	0	0	1450	1450	private	rain/snow	-9.5	25.6
62	München	11.5836375	48.1364669	female	Germany	1082	14	54	74	99	high	92	-1	-1	2013-01-23 00:00:00	7	2	200	2520	20300	22620	business	rain/snow	-9.5	25.6
53	München	11.5836375	48.1364669	female	Germany	1083	7	62	81	88	high	81	-1	-1	2013-01-23 00:00:00	7	1	200	1260	10150	11210	business	rain/snow	-9.5	25.6
42	München	11.5836375	48.1364669	female	Germany	1084	7	72	65	83	high	99	-1	-1	2013-01-23 00:00:00	7	1	200	1260	10150	11210	business	rain/snow	-9.5	25.6
53	München	11.5836375	48.1364669	female	Germany	1085	21	61	67	94	high	98	-1	-1	2013-01-23 00:00:00	7	3	200	3780	30450	34030	business	rain/snow	-9.5	25.6
80	Dresden	13.7397044	51.0497456	female	Germany	1086	63	100	36	57	average	45	-1	-1	2013-01-26 00:00:00	21	3	200	0	91350	91150	private	rain/snow	-6.9	25.61
77	Hamburg	10.0043528	53.5498325	female	Germany	1087	42	95	33	45	average	47	-1	-1	2013-01-26 00:00:00	14	3	200	0	60900	60700	private	rain/snow	-6.9	25.61
64	Berlin	13.3908886	52.5176189	male	Germany	1088	14	6	14	39	low	24	-1	-1	2013-01-26 00:00:00	7	2	200	0	20300	20100	private	rain/snow	-6.9	25.61
58	Berlin	13.3908886	52.5176189	male	Germany	1089	14	17	14	27	low	30	-1	-1	2013-01-26 00:00:00	7	2	200	2520	20300	22620	private	rain/snow	-6.9	25.61
30	Berlin	13.3908886	52.5176189	female	Germany	1090	14	36	19	13	low	13	-1	-1	2013-01-26 00:00:00	7	2	200	2520	20300	22620	private	rain/snow	-6.9	25.61
75	Berlin	13.3908886	52.5176189	male	Germany	1091	14	7	25	13	low	29	-1	-1	2013-01-26 00:00:00	7	2	200	2520	20300	22620	private	rain/snow	-6.9	25.61
51	Warsaw	21.0099069	52.2342533	male	Poland	1092	14	1	11	14	low	40	-1	-1	2013-01-26 00:00:00	7	2	200	0	20300	20100	private	rain/snow	-6.9	25.61
39	Jihlava	15.5909008	49.3963828	male	CR	1093	21	33	9	25	low	16	-1	-1	2013-01-26 00:00:00	7	3	200	3780	30450	34030	private	rain/snow	-6.9	25.61
22	Dresden	13.7397044	51.0497456	male	Germany	1094	14	10	15	14	low	15	-1	-1	2013-01-26 00:00:00	7	2	200	2520	20300	22620	private	rain/snow	-6.9	25.61
81	Praha	14.4212806	50.0874967	male	CR	1095	7	55	91	96	high	99	-1	-1	2013-01-26 00:00:00	7	1	200	1260	10150	11210	private	rain/snow	-6.9	25.61
48	Dresden	13.7397044	51.0497456	female	Germany	1096	84	45	57	43	average	59	-1	-1	2013-01-26 00:00:00	21	4	200	15120	121800	136720	private	rain/snow	-6.9	25.61
46	Hradec Králové	15.8353464	50.2100194	male	CR	1097	14	34	21	37	low	39	-1	-1	2013-01-26 00:00:00	7	2	200	2520	20300	22620	private	rain/snow	-6.9	25.61
64	Berlin	13.3908886	52.5176189	male	Germany	1098	14	8	27	30	low	14	-1	-1	2013-01-26 00:00:00	7	2	200	0	20300	20100	private	rain/snow	-6.9	25.61
51	Dresden	13.7397044	51.0497456	female	Germany	1099	4	34	19	28	low	16	0	-1	2013-01-27 00:00:00	1	4	200	720	5800	6320	private	rain/snow	-1.4	25.61
21	Pilsen	13.3771556	49.7490406	female	CR	1100	14	48	60	58	average	56	-1	-1	2013-01-27 00:00:00	7	2	200	2520	20300	22620	business	rain/snow	-1.4	25.61
41	Dresden	13.7397044	51.0497456	male	Germany	1101	2	12	13	40	low	32	0	-1	2013-01-27 00:00:00	1	2	200	0	2900	2700	private	rain/snow	-1.4	25.61
52	Pilsen	13.3771556	49.7490406	female	CR	1102	14	48	34	55	average	59	-1	-1	2013-01-27 00:00:00	7	2	200	2520	20300	22620	business	rain/snow	-1.4	25.61
62	Pilsen	13.3771556	49.7490406	male	CR	1103	14	49	66	60	average	61	-1	-1	2013-01-27 00:00:00	7	2	200	0	20300	20100	business	rain/snow	-1.4	25.61
71	Berlin	13.3908886	52.5176189	female	Germany	1104	56	9	10	21	low	13	-1	-1	2013-01-28 00:00:00	28	2	200	10080	81200	91080	business	cloudy	5.6	25.7
41	Wien	16.3736767	48.2115631	female	Austria	1105	28	51	32	57	average	48	-1	-1	2013-01-29 00:00:00	14	2	200	0	40600	40400	private	sunny	12.8	25.66
63	Zlín	17.6700633	49.2280669	female	CR	1106	56	97	21	50	average	55	-1	-1	2013-01-29 00:00:00	14	4	200	10080	81200	91080	private	sunny	12.8	25.66
66	Dresden	13.7397044	51.0497456	female	Germany	1107	14	100	29	48	average	72	-1	-1	2013-01-29 00:00:00	14	1	200	0	20300	20100	private	sunny	12.8	25.66
58	Karlovy Vary	12.8690381	50.2311075	male	CR	1108	14	51	59	47	average	70	-1	-1	2013-01-29 00:00:00	14	1	200	2520	20300	22620	private	sunny	12.8	25.66
74	Karlovy Vary	12.8690381	50.2311075	female	CR	1109	42	94	24	56	average	61	-1	-1	2013-01-29 00:00:00	14	3	200	7560	60900	68260	private	sunny	12.8	25.66
63	Praha	14.4212806	50.0874967	male	CR	1110	14	45	76	91	high	87	-1	-1	2013-01-30 00:00:00	7	2	200	0	20300	20100	business	cloudy	0.7	25.66
21	München	11.5836375	48.1364669	female	Germany	1111	7	56	78	81	high	81	-1	-1	2013-01-30 00:00:00	7	1	200	1260	10150	11210	business	cloudy	0.7	25.66
52	Jihlava	15.5909008	49.3963828	male	CR	1112	3	83	22	44	average	70	-1	-1	2013-02-02 00:00:00	1	3	200	540	4350	4690	private	sunny	-9.7	25.64
21	Ústí nad Labem	14.0390819	50.6700692	male	CR	1113	63	49	58	60	average	62	-1	-1	2013-02-02 00:00:00	21	3	200	11340	91350	102490	private	sunny	-9.7	25.64
20	Dresden	13.7397044	51.0497456	female	Germany	1114	42	93	34	48	average	71	-1	-1	2013-02-02 00:00:00	21	2	200	7560	60900	68260	private	sunny	-9.7	25.64
75	Praha	14.4212806	50.0874967	male	CR	1115	2	97	67	57	average	56	-1	-1	2013-02-02 00:00:00	1	2	200	0	2900	2700	private	sunny	-9.7	25.64
76	Hamburg	10.0043528	53.5498325	female	Germany	1116	14	84	65	52	average	58	-1	-1	2013-02-02 00:00:00	14	1	200	2520	20300	22620	private	sunny	-9.7	25.64
58	Dresden	13.7397044	51.0497456	male	Germany	1117	63	47	21	55	average	57	-1	-1	2013-02-02 00:00:00	21	3	200	11340	91350	102490	private	sunny	-9.7	25.64
68	Kladno	14.1022533	50.1484586	male	CR	1118	63	96	59	57	average	64	-1	-1	2013-02-02 00:00:00	21	3	200	0	91350	91150	private	sunny	-9.7	25.64
25	Wien	16.3736767	48.2115631	female	Austria	1119	63	47	34	57	average	55	-1	-1	2013-02-02 00:00:00	21	3	200	0	91350	91150	private	sunny	-9.7	25.64
63	Dresden	13.7397044	51.0497456	male	Germany	1120	63	93	21	50	average	60	-1	-1	2013-02-02 00:00:00	21	3	200	11340	91350	102490	private	sunny	-9.7	25.64
26	Praha	14.4212806	50.0874967	female	CR	1121	2	93	31	48	average	47	-1	-1	2013-02-02 00:00:00	1	2	200	360	2900	3060	private	sunny	-9.7	25.64
35	Dresden	13.7397044	51.0497456	male	Germany	1122	63	50	66	55	average	70	-1	-1	2013-02-02 00:00:00	21	3	200	0	91350	91150	private	sunny	-9.7	25.64
29	Dresden	13.7397044	51.0497456	male	Germany	1123	63	99	68	49	average	58	-1	-1	2013-02-02 00:00:00	21	3	200	11340	91350	102490	private	sunny	-9.7	25.64
45	Dresden	13.7397044	51.0497456	female	Germany	1124	7	3	14	31	low	22	-1	-1	2013-02-02 00:00:00	7	1	200	1260	10150	11210	private	sunny	-9.7	25.64
25	Dresden	13.7397044	51.0497456	male	Germany	1125	7	19	9	37	low	29	-1	-1	2013-02-02 00:00:00	7	1	200	1260	10150	11210	private	sunny	-9.7	25.64
82	Pilsen	13.3771556	49.7490406	male	CR	1126	14	52	35	59	average	48	-1	-1	2013-02-03 00:00:00	7	2	200	2520	20300	22620	business	cloudy	-9.8	25.64
31	Pilsen	13.3771556	49.7490406	female	CR	1127	7	45	32	48	average	63	-1	-1	2013-02-03 00:00:00	7	1	200	1260	10150	11210	business	cloudy	-9.8	25.64
30	Pilsen	13.3771556	49.7490406	male	CR	1128	14	52	59	48	average	53	-1	-1	2013-02-03 00:00:00	7	2	200	2520	20300	22620	business	cloudy	-9.8	25.64
57	Pilsen	13.3771556	49.7490406	male	CR	1129	14	48	29	60	average	60	-1	-1	2013-02-03 00:00:00	7	2	200	2520	20300	22620	business	cloudy	-9.8	25.64
53	Wien	16.3736767	48.2115631	female	Austria	1130	14	100	35	50	average	45	-1	-1	2013-02-03 00:00:00	7	2	200	2520	20300	22620	business	cloudy	-9.8	25.64
65	Žilina	18.7412303	49.2244794	female	Slovakia	1131	84	55	83	91	high	95	-1	-1	2013-02-04 00:00:00	28	3	200	0	121800	121600	business	cloudy	-9.9	25.67
35	Wien	16.3736767	48.2115631	male	Austria	1132	56	83	32	51	average	60	-1	-1	2013-02-05 00:00:00	14	4	200	0	81200	81000	private	cloudy	-10.1	25.65
62	Karlovy Vary	12.8690381	50.2311075	female	CR	1133	42	49	31	57	average	53	-1	-1	2013-02-05 00:00:00	14	3	200	7560	60900	68260	private	cloudy	-10.1	25.65
72	Dresden	13.7397044	51.0497456	male	Germany	1134	28	17	26	32	low	14	-1	-1	2013-02-09 00:00:00	7	4	200	5040	40600	45440	private	sunny	-2.2	25.24
62	Pilsen	13.3771556	49.7490406	female	CR	1135	14	6	11	13	low	32	-1	-1	2013-02-09 00:00:00	7	2	200	2520	20300	22620	private	sunny	-2.2	25.24
36	Dresden	13.7397044	51.0497456	female	Germany	1136	2	100	23	56	average	48	-1	-1	2013-02-09 00:00:00	1	2	200	360	2900	3060	private	sunny	-2.2	25.24
31	Praha	14.4212806	50.0874967	female	CR	1137	2	94	67	44	average	57	-1	-1	2013-02-09 00:00:00	1	2	200	0	2900	2700	private	sunny	-2.2	25.24
24	Dresden	13.7397044	51.0497456	male	Germany	1138	14	7	18	22	low	39	-1	-1	2013-02-09 00:00:00	7	2	200	2520	20300	22620	private	sunny	-2.2	25.24
35	Dresden	13.7397044	51.0497456	female	Germany	1139	14	17	21	38	low	15	-1	-1	2013-02-09 00:00:00	7	2	200	0	20300	20100	private	sunny	-2.2	25.24
54	Praha	14.4212806	50.0874967	male	CR	1140	2	82	58	42	average	57	-1	-1	2013-02-09 00:00:00	1	2	200	0	2900	2700	private	sunny	-2.2	25.24
38	Ostrava	18.2825511	49.8341497	male	CR	1141	14	34	17	26	low	32	-1	-1	2013-02-09 00:00:00	7	2	200	2520	20300	22620	private	sunny	-2.2	25.24
43	Praha	14.4212806	50.0874967	female	CR	1142	2	52	29	48	average	62	-1	-1	2013-02-09 00:00:00	1	2	200	360	2900	3060	private	sunny	-2.2	25.24
31	Dresden	13.7397044	51.0497456	female	Germany	1143	21	11	14	24	low	38	-1	-1	2013-02-09 00:00:00	7	3	200	3780	30450	34030	private	sunny	-2.2	25.24
70	Jihlava	15.5909008	49.3963828	female	CR	1144	3	52	36	46	average	55	-1	-1	2013-02-09 00:00:00	1	3	200	0	4350	4150	private	sunny	-2.2	25.24
73	Olomouc	17.2498364	49.5961789	female	CR	1145	14	9	26	30	low	13	-1	-1	2013-02-09 00:00:00	7	2	200	2520	20300	22620	private	sunny	-2.2	25.24
80	Praha	14.4212806	50.0874967	male	CR	1146	2	97	67	50	average	61	-1	-1	2013-02-09 00:00:00	1	2	200	360	2900	3060	private	sunny	-2.2	25.24
79	Pilsen	13.3771556	49.7490406	female	CR	1147	14	48	31	51	average	55	-1	-1	2013-02-10 00:00:00	7	2	200	0	20300	20100	business	rain/snow	4.1	25.24
42	Dresden	13.7397044	51.0497456	male	Germany	1148	14	12	18	13	low	23	-1	-1	2013-02-16 00:00:00	7	2	200	2520	20300	22620	private	sunny	-9.4	25.39
60	Praha	14.4212806	50.0874967	female	CR	1149	2	52	57	55	average	53	-1	-1	2013-02-16 00:00:00	1	2	200	360	2900	3060	private	sunny	-9.4	25.39
49	Liberec	15.0663036	50.7709239	female	CR	1150	14	47	33	60	average	62	-1	-1	2013-02-17 00:00:00	7	2	200	2520	20300	22620	business	cloudy	-7.0	25.39
57	Pardubice	15.780415	50.0409775	female	CR	1151	2	99	60	50	average	72	0	-1	2013-02-22 00:00:00	1	2	0	360	2900	3260	private	cloudy	-2.6	25.5
21	Nitra	18.0902903	48.3139558	male	Slovakia	1152	4	84	33	50	average	48	0	0	2013-03-01 00:00:00	1	4	0	0	5800	5800	private	cloudy	-3.6	25.68
41	Nitra	18.0902903	48.3139558	male	Slovakia	1153	1	82	24	51	average	47	0	0	2013-03-01 00:00:00	1	1	0	0	1450	1450	private	cloudy	-3.6	25.68
20	Nitra	18.0902903	48.3139558	male	Slovakia	1154	4	52	30	60	average	47	0	0	2013-03-01 00:00:00	1	4	0	0	5800	5800	private	cloudy	-3.6	25.68
24	Nitra	18.0902903	48.3139558	male	Slovakia	1155	4	99	32	56	average	59	0	0	2013-03-01 00:00:00	1	4	0	0	5800	5800	private	cloudy	-3.6	25.68
